Wave 	Occultation Pair 	    d_time       d_longitude  d_phase 	sigma_phase
                                    (days)         (deg)      (deg)        (deg)
W82.06 RSCnc085e-gamCru077i        60.20684       293.1       321.6         5.0
W82.21 RSCnc085e-gamCru077i        60.20830       293.8        91.7         3.3
Mi 6:2 muCep193i-gamCru187i        60.22375       144.7        92.8        18.3
W87.19 muCep193i-gamCru187i        60.22510       143.1       126.9        15.9
W86.59 muCep193i-gamCru187i        60.22537       142.7       307.9         2.4
W86.4i muCep193i-gamCru187i        60.22546       142.6       165.2        10.8
W84.64 RSCnc085e-gamCru077i        60.22605       300.7       352.1         7.0
W84.86 muCep193i-gamCru187i        60.22611       141.6        36.9         1.2
W84.82 muCep193i-gamCru187i        60.22613       141.5       300.9         6.1
W84.64 muCep193i-Whya189i          60.22620       141.4        86.1        12.1
W84.64 muCep193i-gamCru187i        60.22620       141.4        68.1        11.4
W82.21 muCep193i-gamCru187i        60.22705       139.6       260.9        10.2
W82.06 muCep193i-gamCru187i        60.22709       139.5       142.1        10.6
W82.00 muCep193i-gamCru187i        60.22710       139.5       201.6         1.9
W80.98 muCep193i-gamCru187i        60.22738       138.6       149.9         4.0
W85.67 RSCnc085e-gamCru077i        60.23213       302.8        40.2         5.3
W86.4i RSCnc085e-gamCru077i        60.23610       304.0       257.2         7.1
W86.59 RSCnc085e-gamCru077i        60.23710       304.4       338.1         3.6
W87.19 RSCnc085e-gamCru077i        60.24016       305.3        12.8         3.7
W87.19 RSCnc087i-gamCru079i        61.16197       266.5       292.0         0.2
W86.4i RSCnc087i-gamCru079i        61.16379       268.2       118.3         1.1
W85.67 RSCnc087i-gamCru079i        61.16577       270.0       243.2        12.4
W84.86 RSCnc087i-gamCru079i        61.16846       272.2       238.5        18.3
W84.82 RSCnc087i-gamCru079i        61.16862       272.3       128.4         4.1
W84.64 RSCnc087i-gamCru079i        61.16932       272.9        51.0        16.5
W84.64 RSCnc087e-gamCru079i        61.21731       298.8       264.0         9.3
W84.82 RSCnc087e-gamCru079i        61.21865       299.3        79.5         2.4
W84.86 RSCnc087e-gamCru079i        61.21897       299.4       173.8         6.7
W86.4i RSCnc087e-gamCru079i        61.22906       302.9       336.1         5.3
W86.59 RSCnc087e-gamCru079i        61.23019       303.3       100.8        14.2
W85.67 WHya179i-alpLyr175i         61.35011       235.5       119.5         0.5
W85.67 RCar191i-RCas185i          61.61899       172.8       173.3         2.8
W85.67 RCar191i-muCep185e          62.18414        91.6       182.2         1.7
Mi 6:2 gamCru089i-RSCnc080e        63.97778        42.4       236.5        19.3
W86.59 gamCru089i-RSCnc080e        63.99243        46.0       244.5         8.9
W86.58 gamCru089i-RSCnc080e        63.99253        46.0       234.3         6.2
W86.4o gamCru089i-RSCnc080e        63.99318        46.1       161.0         1.8
W86.4i gamCru089i-RSCnc080e        63.99332        46.2        38.9         2.9
W85.67 gamCru089i-RSCnc080e        63.99677        47.1        16.7         4.4
W84.86 gamCru089i-RSCnc080e        64.00075        48.2        51.4         3.4
W84.64 gamCru089i-RSCnc080e        64.00189        48.5       259.1         4.9
W87.19 gamCru082i-gamCru073i       64.00496       356.0        84.3         6.4
W86.59 gamCru082i-gamCru073i       64.00502       356.0        74.5         0.5
W86.58 gamCru082i-gamCru073i       64.00503       356.0       343.2        12.5
W84.86 gamCru082i-gamCru073i       64.00520       355.9       235.6         7.5
W84.82 gamCru082i-gamCru073i       64.00520       355.9       117.7        13.8
W84.64 gamCru082i-gamCru073i       64.00522       355.9       143.6         7.1
W82.21 gamCru082i-gamCru073i       64.00547       355.8        31.3         2.2
W82.06 gamCru082i-gamCru073i       64.00549       355.8       205.5         2.2
W82.00 gamCru082i-gamCru073i       64.00549       355.8       245.8         8.2
W82.06 gamCru089i-RSCnc080e        64.01574        52.8       326.6         7.5
W82.00 gamCru089i-RSCnc080e        64.01603        52.9        22.6         4.3
W80.98 gamCru089i-RSCnc080e        64.02228        55.1       204.9         6.2
W80.98 gamCru089i-RSCnc080i        64.07729        86.3       324.6         3.7
W82.00 gamCru089i-RSCnc080i        64.07996        88.9       155.8        11.5
W82.06 gamCru089i-RSCnc080i        64.08008        89.0       106.1         8.7
W84.64 gamCru089i-RSCnc080i        64.08489        94.3        25.0         1.4
W84.82 gamCru089i-RSCnc080i        64.08516        94.6       238.8         3.0
W86.59 gamCru089i-RSCnc080i        64.08749        97.6       241.5        17.2
W86.4o gamCru094i-RSCnc085e        65.03121        65.8       213.1         4.3
W85.67 gamCru094i-RSCnc085e        65.03547        67.2        18.0         7.7
W84.64 gamCru094i-RSCnc085e        65.04174        69.4        15.3         0.3
W82.21 gamCru094i-RSCnc085e        65.05993        76.7       190.1        11.5
W82.06 gamCru094i-RSCnc085e        65.06142        77.3         1.2         5.2
W82.00 gamCru094i-RSCnc085e        65.06195        77.6        17.8         2.5
W82.00 gamCru094i-RSCnc085i        65.09246        94.5       259.2         1.7
W82.06 gamCru094i-RSCnc085i        65.09280        94.7       243.8         6.3
W82.21 gamCru094i-RSCnc085i        65.09374        95.4        71.9         7.3
W84.64 gamCru094i-RSCnc085i        65.10307       102.7       197.5         7.7
W86.58 gamCru094i-RSCnc085i        65.10728       106.6       212.4         6.9
W86.59 gamCru094i-RSCnc085i        65.10732       106.6       229.7         5.2
W87.19 gamCru094i-RSCnc085i        65.10834       107.6       354.9        15.7
W82.21 gamCru086i-gamCru077i       65.34108       355.8       272.1         5.8
W82.06 gamCru086i-gamCru077i       65.34110       355.8        81.7         5.5
W82.00 gamCru086i-gamCru077i       65.34110       355.8       105.4         6.0
W80.98 gamCru086i-gamCru077i       65.34122       355.7       160.8         8.4
W86.59 RSCnc080i-gamCru071i        65.71917       256.2       216.9        10.9
W86.4o RSCnc080i-gamCru071i        65.71938       256.5       147.0         1.8
W86.4i RSCnc080i-gamCru071i        65.71941       256.5       117.5         5.7
W87.19 gamCru096i-RSCnc087e        65.71988        61.2       241.1         7.0
W85.67 RSCnc080i-gamCru071i        65.72038       257.7       310.2        15.3
W84.82 RSCnc080i-gamCru071i        65.72165       259.1       214.1         5.2
W84.64 RSCnc080i-gamCru071i        65.72194       259.4         6.6         3.2
W86.59 gamCru096i-RSCnc087e        65.72325        62.3       106.5         4.8
W86.4o gamCru096i-RSCnc087e        65.72420        62.6       310.3         3.0
W82.21 RSCnc080i-gamCru071i        65.72662       264.2       149.8        12.0
W82.06 RSCnc080i-gamCru071i        65.72697       264.5       308.9         2.3
W82.00 RSCnc080i-gamCru071i        65.72709       264.6       334.5         2.5
W85.67 gamCru096i-RSCnc087e        65.72885        64.3       151.3        10.3
W80.98 RSCnc080i-gamCru071i        65.72986       267.1        86.2         4.6
W84.82 gamCru096i-RSCnc087e        65.73465        66.4       352.9         4.5
W84.64 gamCru096i-RSCnc087e        65.73597        66.9       313.0         2.7
W83.63 gamCru096i-RSCnc087e        65.74426        70.3        72.4        18.2
W83.63 gamCru096i-RSCnc087i        65.77904        89.2       124.3        11.7
W84.64 gamCru096i-RSCnc087i        65.78396        92.8       177.2         6.4
W84.82 gamCru096i-RSCnc087i        65.78468        93.4       307.5         5.3
W80.98 RSCnc080e-gamCru071i        65.78487       298.4       212.3        12.4
W81.02 RSCnc080e-gamCru071i        65.78510       298.5        31.2         2.2
W85.67 gamCru096i-RSCnc087i        65.78760        95.7        70.0         8.6
W82.00 RSCnc080e-gamCru071i        65.79102       300.7       106.9         5.5
W82.06 RSCnc080e-gamCru071i        65.79131       300.8        85.5         3.8
W87.19 gamCru096i-RSCnc087i        65.79153        99.0        43.1         2.0
W82.21 RSCnc080e-gamCru071i        65.79216       301.1       280.2         8.9
Mi 6:2 gamCru096i-RSCnc087i        65.79652       103.7       216.5        11.3
W84.64 RSCnc080e-gamCru071i        65.80494       305.2       132.4         9.9
W84.86 RSCnc080e-gamCru071i        65.80606       305.5       262.2         3.0
W85.67 RSCnc080e-gamCru071i        65.80997       306.7       213.3        19.7
W86.4o RSCnc080e-gamCru071i        65.81350       307.7        40.0         6.5
W86.58 RSCnc080e-gamCru071i        65.81414       307.9       158.8         6.9
W86.59 RSCnc080e-gamCru071i        65.81423       307.9       209.1         4.9
W84.86 gamCru187i-WHya181i         66.18008         3.9       215.6         3.1
W84.64 gamCru187i-WHya181i         66.18019         3.9       321.8         4.3
W84.64 Whya189i-WHya181i          66.18019         3.9       302.7         4.6
W83.63 gamCru187i-WHya181i         66.18071         4.1       119.7         9.9
W82.21 gamCru187i-WHya181i         66.18148         4.4       262.7         2.7
W82.00 gamCru187i-WHya181i         66.18159         4.5        85.0         2.3
W80.98 gamCru187i-WHya181i         66.18218         4.7        33.2         4.5
W80.98 gamCru187e-WHya181i         66.30634        78.3       193.1         8.1
W81.02 gamCru187e-WHya181i         66.30648        78.4       154.2        19.2
W82.00 gamCru187e-WHya181i         66.31013        80.0       346.4         3.1
W82.21 gamCru187e-WHya181i         66.31086        80.3       164.1         5.5
W83.63 gamCru187e-WHya181i         66.31604        82.5        70.2         5.7
W84.64 gamCru187e-WHya181i         66.31963        84.0       317.9         3.4
W84.64 Whya189e-WHya181i          66.31963        84.0       317.9         3.4
W84.82 gamCru187e-WHya181i         66.32028        84.2       356.4         0.7
W84.86 gamCru187e-WHya181i         66.32044        84.3       101.5         2.9
W86.59 gamCru187e-WHya181i         66.32648        86.7        86.9         1.6
W87.19 gamCru101i-gamCru093i       67.31451        14.6       205.1        17.6
W86.4i gamCru101i-gamCru093i       67.31451        14.7       194.5        14.2
W85.67 gamCru101i-gamCru093i       67.31452        14.9       199.6         8.2
Mi 6:2 gamCru101i-gamCru093i       67.31452        14.0        88.1        15.3
W84.86 gamCru101i-gamCru093i       67.31453        15.1       283.2         7.5
W84.82 gamCru101i-gamCru093i       67.31453        15.1       177.3         2.6
W84.64 gamCru101i-gamCru093i       67.31453        15.1        59.2         8.8
W82.21 gamCru101i-gamCru093i       67.31460        15.7       165.7         3.7
W82.06 gamCru101i-gamCru093i       67.31461        15.8       304.6         6.4
W82.00 gamCru101i-gamCru093i       67.31461        15.8       296.4        14.4
W81.02 gamCru101i-gamCru093i       67.31465        16.0        15.3        12.7
W80.98 gamCru101i-gamCru093i       67.31465        16.0        91.1         4.3
W85.67 RSCnc087i-betGru078i        67.32626       151.3       295.9        13.7
W84.82 RSCnc087i-betGru078i        67.32832       150.3       196.3         5.6
W84.64 RSCnc087i-betGru078i        67.32873       149.9       281.3         3.6
W84.64 RSCnc087e-betGru078i        67.37672       175.8       147.4         5.7
W84.82 RSCnc087e-betGru078i        67.37835       177.2       148.0         2.1
W85.67 RSCnc087e-betGru078i        67.38502       182.8       201.3         2.5
W86.4o RSCnc087e-betGru078i        67.39001       186.7       224.6         0.3
W86.59 RSCnc087e-betGru078i        67.39099       187.5       262.6        18.7
W85.67 lamVel173i-betPeg170e       67.81096        67.9       167.4        10.2
W87.19 RSCnc087i-gamCru078i        67.86065       265.0       206.7        11.9
W86.59 RSCnc087i-gamCru078i        67.86207       266.2       144.6         6.0
W86.4o RSCnc087i-gamCru078i        67.86248       266.6        11.1         8.8
W86.4i RSCnc087i-gamCru078i        67.86256       266.6        15.5         6.7
W84.82 RSCnc087i-gamCru078i        67.86758       270.7       300.5        15.1
W84.64 RSCnc087i-gamCru078i        67.86830       271.3       322.1         3.4
W83.63 RSCnc087i-gamCru078i        67.87326       274.9       105.3        11.9
W83.63 RSCnc087e-gamCru078i        67.90804       293.8       155.6         9.2
W84.64 RSCnc087e-gamCru078i        67.91629       297.2       187.7         5.3
W84.82 RSCnc087e-gamCru078i        67.91761       297.7       255.5         5.0
W85.67 RSCnc087e-gamCru078i        67.92338       299.8       112.2         3.2
W86.4i RSCnc087e-gamCru078i        67.92783       301.3       245.4         1.5
W86.4o RSCnc087e-gamCru078i        67.92801       301.4       315.1         1.7
W87.19 RSCnc087e-gamCru078i        67.93230       302.8         7.5        10.0
W86.4o muCep193i-WHya186e          69.03412       352.6       336.2        10.0
W85.67 muCep193i-WHya186e          69.03692       352.5        30.6         5.3
W82.06 muCep193i-WHya186e          69.05040       352.2       233.7         1.6
W80.98 muCep193i-WHya186e          69.05438       352.0       334.6         3.4
Mi 6:2 RCas106i-gamCru100i         69.48534       211.2       359.5         8.6
W87.19 RCas106i-gamCru100i         69.48928       214.0        80.6        12.3
W86.59 RCas106i-gamCru100i         69.49033       214.7        72.2         3.3
W84.86 RCas106i-gamCru100i         69.49401       217.1       177.3         0.7
W84.82 RCas106i-gamCru100i         69.49412       217.1        54.3         0.5
W84.64 RCas106i-gamCru100i         69.49457       217.4       307.7         3.5
W86.4o gamCru102i-gamCru094i       69.50072        30.0       336.4         5.7
W86.4i gamCru102i-gamCru094i       69.50072        30.0       304.1         5.1
W85.67 gamCru102i-gamCru094i       69.50085        30.3       356.9         2.6
W84.64 gamCru102i-gamCru094i       69.50103        30.7       240.5         3.0
W82.21 gamCru102i-gamCru094i       69.50149        31.7        59.6        19.6
W82.06 gamCru102i-gamCru094i       69.50152        31.8       141.5         5.7
